,filename,predictedCategory,actualCategory
1680,GOLDMAN SACHS EXECUTION CLEARING FIRST AMENDED LIMITED SPONSORSHIP AGREEMENT Redacted pdf txt,contracts,legal
1681,GOLDMAN SACHS EXECUTION CLEARING AMENDMENT SERVICE LANGUAGE UPGRADE ALGO Redacted pdf txt,contracts,legal
1682,SENSE INSIGHTS INC MSA AND ORDER FORM pdf txt,intellectual property,legal
1683,CDW DIRECT LLC Limited Liability Company CHANGE ORDER ARUBA CLEARPASS ONBOARDING CONFIG ASSISTANCE pdf txt,intellectual property,legal
1684,Washington Blvd Prime Lease Exhibit Parking pdf txt,contracts,legal
1685,Lodestar Services Agreement Amend Number pdf txt,intellectual property,legal
1686,Corp Tax Compliance SOW Statement Work SIGNED PDF txt,regulatory,legal
1687,CITIGROUP GLOBAL MARKETS INC FUTURES ADDENDUM Redacted pdf txt,regulatory,legal
1688,JEFF verc Redacted pdf txt,intellectual property,legal
1689,Morgan ver Redacted pdf txt,intellectual property,legal
1690,UBS LONDON ADDENDUM MASTER AGMT Retained Earnings AUTO RENEW TERM redactions pdf txt,contracts,legal
1691,Wave Rock April Tower Space Registered Lease Deed pdf txt,regulatory,legal
1692,WORKDAY INC ORDER FORM MSA pdf txt,intellectual property,legal
1693,MORGAN CHASE BANK ADDENDUM FUTURES PRICING AND ASSIGNMENT Redacted pdf txt,contracts,legal
1694,MERRILL LYNCH BAML TELECOM ADMIN AGMT FOR CRITICAL TRADING LLC Redacted pdf txt,contracts,legal
1695,JPMC verc Redacted pdf txt,intellectual property,legal
1696,MICROSOFT ENROLLMENT FOR CORE INFRASTRUCTURE IDIRECT pdf txt,intellectual property,legal
1697,MORGAN STANLEY Certificate Origin INCORPORATED ADDENDUM LICENSE AGREEMENT Redacted pdf txt,contracts,legal
1698,Bloomberg Software Development Agreement Addendum ver January pdf txt,intellectual property,legal
1699,UBSW Currency Amendment Redacted pdf txt,contracts,legal
1700,MICROSOFT PREMIER SUPPORT FOR PARTNERS SERVICES pdf txt,intellectual property,legal
1701,MSCO Redacted pdf txt,intellectual property,legal
1702,Eze Inc CDH Inc Tax Sharing Agreement EXECUTED pdf txt,tax,legal
1703,Updated CDH Limited Partner Limited Partnership Entities Engagement Letter Fully Executed pdf txt,financial,legal
1704,MSCO verc Redacted pdf txt,intellectual property,legal
1705,CREDIT SUISSE SECURITIES USA LLC Limited Liability Company AMENDMENT AMENDED SCHED Redacted pdf txt,contracts,legal
1706,Intercompany Personal Data Transfer Agreement Fully Executed pdf txt,intellectual property,legal
1707,MOSER DESIGN ASSOCIATES INDIA CONTRACT FOR TURNKEY DESIGN BUILD CONSTRUCTION pdf txt,contracts,legal
1708,Client SUBSCRIBER AGREEMENT Redacted pdf txt,intellectual property,legal
1709,SAPI Schedule Services pdf txt,contracts,legal
1710,LEHM verc Redacted pdf txt,intellectual property,legal
1711,DBKS Cloud ver Redacted pdf txt,intellectual property,legal
1712,SGES Referral Agreeement ver pdf txt,contracts,legal
1713,MLCO Joint ver pdf txt,intellectual property,legal
1714,COMSTOCK AMENDMENT pdf txt,contracts,legal
1715,MLCO verc Redacted pdf txt,contracts,legal
1716,DEUTSCHE BANK SECURITIES INC EIGHTH AMENDMENT SOFTWARE SERVICE LICENSE AGREEMENT PRICING Redacted pdf txt,contracts,legal
1717,Bloomberg Development Agreement Fixed Income OTC Over the counter finance Deriv pdf txt,intellectual property,legal
1718,DEUTSCHE BANK SECOND AMENDMENT SOFTWARE AND SERVICE LICENSE AGREEMENT Redacted pdf txt,contracts,legal
1719,Client Subscription Agreement Redacted pdf txt,contracts,legal
1720,IDC AMENDMENT SFA CIRCUITS AND CROSS CONNECTS MILAN pdf txt,contracts,legal
1721,Portware Interface Agreement ver FINAL pdf txt,intellectual property,legal
1722,LEVEL ASSIGNMENT AND ASSUMPTION AGREEMENT CONVERGEX EZE MSA PDF txt,contracts,legal
1723,GOLDMAN SACHS AUTHORIZATION LETTER Redacted pdf txt,regulatory,legal
1724,MICROSOFT VOLUME LICENSING ENROLLMENT pdf txt,intellectual property,legal
1725,MORGAN SECURITIES LLC Limited Liability Company AMENDMENT CONNECTIVITY PORT FEE Redacted pdf txt,contracts,legal
1726,IDC AMENDMENT NUMBER ORDER SCHEDULE CROSS CONNECT FOR CCN pdf txt,intellectual property,legal
1727,ALPHA EXCHANGE INC ALPHA VENDOR GATEWAY ORDER ENTRY AGREEMENT pdf txt,contracts,legal
1728,IDC AMENDMENT SFA ADDITIONAL TELECOM FEES TICKS pdf txt,contracts,legal
1729,Client Subscription Agreement Redacted pdf txt,contracts,legal
1730,Matsco White Label Agreement pdf txt,contracts,legal
1731,Tango Tech Hosting Services Partnership Agreement pdf txt,intellectual property,legal
1732,CENTURYLINK COMMUNICATIONS LLC Limited Liability Company AMENDMENT TOTAL ADVANTAGE AGMT PDF txt,intellectual property,legal
1733,LEVEL COMMUNICATIONS LLC Limited Liability Company CPNI pdf txt,intellectual property,legal
1734,LEVEL CONSENT AND ASSIGNMENT REALTICK ECS pdf txt,intellectual property,legal
1735,QWEST COMMUNICATIONS CORPORATION TOTAL ADVANTAGE AGREEMENT pdf txt,contracts,legal
1736,BARCLAYS CAPITAL INC AMENDMENT ECTS SERVICE ADD CONNECTION FEES Redacted pdf txt,intellectual property,legal
1737,ECI White Label Agreement Amend Number pdf txt,contracts,legal
1738,CLOUDCOACH INC ORDER FORM INDIA LICENSES pdf txt,intellectual property,legal
1739,INCISIVE RWG INC ORDER FORM MEEDER REPRINTS pdf txt,intellectual property,legal
1740,CORPTAX INC SOFTWARE LICENSE AGMT pdf txt,intellectual property,legal
1741,GARNISH EVENTS LLC Limited Liability Company EVENT MANAGEMENT CONTRACT CLIENT CONFERENCE pdf txt,contracts,legal
1742,INTERACTIVE DATA Amend Schedule pdf txt,human resources,legal
1743,Client SOW Statement Work FOR REALTICK LICENSES Redacted pdf txt,intellectual property,legal
1744,IDC AMENDMENT SFA NEW EXHIBITS AND EMS European Monetary System OMS AND PMS APPLICATIONS pdf txt,contracts,legal
1745,BOSTON INTERACTIVE MASTER SERVICES AGMT AND ORDER FORM SOW Statement Work SMARTWEBS pdf txt,contracts,legal
1746,BARCLAYS CAPITAL INC ADDENDUM RENEWAL TERM PDF txt,contracts,legal
1747,Goldman Sachs Redacted pdf txt,intellectual property,legal
1748,CDW DIRECT LLC Limited Liability Company SOW Statement Work INDIA CALL MANAGER PARTIALLY EXECUTED pdf txt,intellectual property,legal
1749,CREDIT SUISSE SECURITIES USA LLC Limited Liability Company ADDENDUM LICENSE AGREEMENT TRADEWIRE TERMINALS Redacted pdf txt,contracts,legal
1750,UBS LONDON BRANCH SECOND AMENDED SCHEDULE Redacted pdf txt,contracts,legal
1751,CDW DIRECT LLC Limited Liability Company STATEMENT WORK CISCO MRA IMPLEMENTATION pdf txt,intellectual property,legal
1752,FOUR SEASONS RESORT ORLANDO GROUP EVENT AGMT CLIENT CONFERENCE pdf txt,contracts,legal
1753,Eze Soft SMLLC UBT Amendment Tax Sharing Agreement EXECUTED pdf txt,tax,legal
1754,MLCO verc Redacted pdf txt,intellectual property,legal
1755,DEUTSCHE BANK THIRD AMENDMENT SOFTWARE AND SERVICE LICENSE AGREEMENT Redacted pdf txt,contracts,legal
1756,EZE Castle Software ASA fully executed pdf txt,intellectual property,legal
1757,MERRILL LYNCH PIERCE FENNER SMITH INC AMENDMENT COWEN PRIME Redacted pdf txt,intellectual property,legal
1758,LEVEL COMMUNICATIONS LLC Limited Liability Company ASSIGNMENT AND ASSUMPTION AGMT pdf txt,intellectual property,legal
1759,MICROSOFT ENTERPRISE ENROLLMENT AMENDMENT CTM DYNAMICS pdf txt,intellectual property,legal
1760,BARCLAYS CAPITAL INC ADDENDUM JOINT PRICING LANGUAGE pdf txt,intellectual property,legal
1761,CENTURYLINK COMMUNICATIONS LLC Limited Liability Company PRICING CHANGE ORDER KISCO pdf txt,contracts,legal
1762,CITIGROUP GLOBAL MARKETS INC ADDENDUM AND SETUP FEES Redacted pdf txt,contracts,legal
1763,Sun Gard Risk Framework Agreement pdf txt,contracts,legal
1764,Appatize Media Eze Transaction Warrant pdf txt,corporate,legal
1765,UBS TELECOM ADMINISTRATION AGREEMENT PHIBRO CONNECTION Redacted pdf txt,contracts,legal
1766,CITIGROUP TELECOM ADMINISTRATION AGREEMENT FOR JAT CAPITAL Redacted pdf txt,contracts,legal
1767,AIMA JAPAN ANNUAL FORUM SPONSORSHIP pdf txt,contracts,legal
1768,RFA Hosting Services Partnership Agreement pdf txt,intellectual property,legal
1769,INCISIVE MEDIA FEATURE pdf txt,sales and marketing,legal
1770,AITE GROUP LLC Limited Liability Company STATEMENT WORK WHITE PAPER OMS EMS European Monetary System INTEGRATIONS pdf txt,intellectual property,legal
1771,AUTOMATED LOGIC SERVICE SOLUTIONS CONTRACT pdf txt,intellectual property,legal
1772,Notice Renewal redaction needed pdf txt,intellectual property,legal
1773,Client SUBSCRIBER AGREEMENT Redacted pdf txt,intellectual property,legal
1774,SALESFORCE COM INC ORDER FORM ANALYTICS CLOUD WAVE ANALYTICS pdf txt,intellectual property,legal
1775,JEFFERIES LLC Limited Liability Company ADDENDUM TERM ADDS AFFILIATES CPI Consumer Price Index SLA AND THIRD AMENDED SCHEDULE Redacted pdf txt,contracts,legal
1776,LEVEL QUOTE FOR VOIP LONG DISTANCE SERVICE PDF txt,intellectual property,legal
1777,IDC AMENDMENT NUMBER ORDER SCHEDULE TICKS CHANGE pdf txt,intellectual property,legal
1778,Client SUBSCRIBER AGREEMENT Redacted pdf txt,intellectual property,legal
1779,CQGT LLC Limited Liability Company AGREEMENT ORDER ROUTING SERVICES PDF txt,contracts,legal
1780,ECTS ECS Electronic Clearing Service Electronic Clearing System ESG Environmental social and governance Servicing Agrm Addendum pdf txt,contracts,legal
1781,EQUINIX OPERATING Certificate Origin INC NOTICE TRANSACTION pdf txt,intellectual property,legal
1782,MORGAN STANLEY Certificate Origin LLC Limited Liability Company AMENDMENT RESCINDS TERMINATION TERM REDUCTION MINIMUM Redacted pdf txt,intellectual property,legal
1783,MELTWATER NEWS INC ORDER CONFIRMATION pdf txt,intellectual property,legal
1784,SALESFORCE COM INC MASTER SUBSCRIPTION AGREEMENT pdf txt,intellectual property,legal
1785,Goldman Sachs Redacted pdf txt,intellectual property,legal
1786,Client SPLIT BILL ORDER FORM Redacted pdf txt,intellectual property,legal
1787,Lodestar Services Agreement pdf txt,intellectual property,legal
1788,GOLDMAN SACHS EXECUTION CLEARING AMENDMENT NAME CHANGE redactions pdf txt,contracts,legal
1789,SALESFORCE COM INC ORDER FORM pdf txt,intellectual property,legal
1790,Sun Gard Referral Agreement ver pdf txt,regulatory,legal
1791,EQUINIX OPERATING Certificate Origin INC MASTER SERVICE AGMT UNITED STATES FULLY EXECUTED pdf txt,contracts,legal
1792,GOLDMAN SACHS EXECUTION CLEARING LIMITED SPONSORSHIP AGREEMENT Redacted pdf txt,contracts,legal
1793,MSCO verc Redacted pdf txt,intellectual property,legal
1794,NASDAQ National Association Securities Dealers Automated Quotations System and the world second largest stock exchange OMS GROUP INC GLOBAL INFORMATION SERVICES DATA POLICIES VERSION pdf txt,intellectual property,legal
1795,CQGT LLC Limited Liability Company ADDENDUM ORDER ROUTING SERVICES AGREEMENT PDF txt,contracts,legal
1796,Total Advantage Agreement Amendment pdf txt,contracts,legal
1797,SALESFORCE COM INC ORDER FORM RENEWAL WITH ADDITIONAL LICENSES pdf txt,intellectual property,legal
1798,DEUTSCHE BANK SOFTWARE SERVICE LICENSE AGREEMENT FIXED Redacted pdf txt,intellectual property,legal
1799,MELTWATER NEWS INC ORDER FORM RENEWAL pdf txt,intellectual property,legal
1800,MSCO Client Confidentiality Amendment ver redaction needed pdf txt,intellectual property,legal
1801,CDW DIRECT LLC Limited Liability Company SOW Statement Work ACANO IMPLEMENTATION pdf txt,intellectual property,legal
1802,IDC AMENDMENT SFA ICE DATA VIA TICKS PDF txt,contracts,legal
1803,Barclays verc Redacted pdf txt,contracts,legal
1804,CREDIT SUISSE SECURITIES USA LLC Limited Liability Company ADDENDUM LICENSE AGREEMENT Redacted pdf txt,contracts,legal
1805,GSCO ver Redacted pdf txt,intellectual property,legal
1806,Client Rulefinder Addendum Redacted pdf txt,contracts,legal
1807,MICROSOFT NOTICE COMPANY NAME CHANGE pdf txt,intellectual property,legal
1808,AMAZON WEB SERVICES INC AWS ENTERPRISE AGREEMENT pdf txt,intellectual property,legal
1809,Lease Floor Offices Old Change House Coal Pension pdf txt,contracts,legal
1810,COMSTOCK AMENDMENT pdf txt,intellectual property,legal
1811,COMSTOCK AMENDMENT BBA LIBOR pdf txt,intellectual property,legal
1812,CREDIT SUISSE SECURITIES USA LLC Limited Liability Company ADDENDUM RENEWAL redactions pdf txt,contracts,legal
1813,GSAM Amend ver redaction needed pdf txt,intellectual property,legal
1814,INTERACTIVE Amend Schedule pdf txt,contracts,legal
1815,CENTURYLINK COMMUNICATIONS LLC Limited Liability Company AMENDMENT AWS SERVICES pdf txt,contracts,legal
1816,BARC ver Redacted pdf txt,contracts,legal
1817,Tango Tech White Label Novation Deed pdf txt,intellectual property,legal
1818,DBKS Logo Consent Form redaction needed pdf txt,intellectual property,legal
1819,BAML AMENDMENT ALGEBRIS WORK SERVICE LANGUAGE Redacted pdf txt,intellectual property,legal
1820,LEVEL QUOTES FOR VOIP SERVICE CHICAGO NEW YORK AND LONDON PDF txt,intellectual property,legal
1821,Total Advantage Agreement Amendment pdf txt,contracts,legal
1822,INCISIVE MEDIA WATERS RANKING pdf txt,sales and marketing,legal
1823,Client Subscription Agreement Redacted pdf txt,contracts,legal
1824,CME GROUP MARKET DATA LICENSE AGREEMENT pdf txt,contracts,legal
1825,DEUTSCHE BANK SECURITIES INC FIFTH AMENDMENT SOFTWARE AND SERVICE LICENSE AGREEMENT pdf txt,contracts,legal
1826,Farnsworth Sales during time period First Amendment lease pdf txt,contracts,legal
1827,MASSACHUSETTS BENEFIT ADMINISTRATORS LLC Limited Liability Company AMENDMENT CONTRACT ADMINISTRATION AGMT pdf txt,human resources,legal
1828,Client AMENDMENT SOW Statement Work ECTS SERVICES REMOVAL PERSHING AUSTRALIA Redacted pdf txt,intellectual property,legal
1829,Eze United Kingdom Great Britain and Northern Ireland Eze India Secondment Agreement ver March pdf txt,contracts,legal
1830,MORGAN STANLEY Certificate Origin LLC Limited Liability Company AMENDMENT ECTS ASSIGNMENT SERVICE LANGUAGE FUTURES CERT Redacted pdf txt,human resources,legal
1831,BAML ver Redacted pdf txt,intellectual property,legal
1832,EQUINIX OPERATING Certificate Origin INC AMEND CUSTOM SERVICE ORDER STATING MATERIALS INSTALLED PDF txt,contracts,legal
1833,MORGAN STANLEY Certificate Origin ADDENDUM TERMINATES MASTER AGMT AND MSIP MORGAN STANLEY redactions PDF txt,intellectual property,legal
1834,CITIGROUP TELECOM ADMINISTRATION AGREEMENT Redacted pdf txt,contracts,legal
1835,WORKDAY MOVE PRODUCTION AUTHORIZATION pdf txt,environmental,legal
1836,Client ADDENDUM MOVES SOW Statement Work AND UNDER NEW MASTER AGREEMENT Redacted pdf txt,intellectual property,legal
1837,Concept One Risk Framework Agreement pdf txt,legal,legal
1838,Client SUBSCRIBER AGREEMENT Redacted pdf txt,contracts,legal
1839,Client SOW Statement Work STATEMENT WORK MASTER AGMT FOR REDISTRIBUTION SLA Redacted pdf txt,intellectual property,legal
1840,Century Link Total Advantage Amendment April pdf txt,contracts,legal
1841,Merrill Lynch Agmt Redacted pdf txt,contracts,legal
1842,Info Hedge Technologies LLC Limited Liability Company Hosting Services Partnership Agreement pdf txt,intellectual property,legal
1843,AMAZON WEB SERVICES INC AFFILIATE ADDENDUM ADDS EZE INDIA pdf txt,intellectual property,legal
1844,INCISIVE MEDIA AGREEMENT pdf txt,sales and marketing,legal
1845,TSX INC VENDOR GATEWAY ORDER ENTRY AGREEMENT pdf txt,intellectual property,legal
1846,UBSW verc Redacted pdf txt,intellectual property,legal
1847,Deed variation agreement for lease Coal Pension pdf txt,contracts,legal
1848,SMARTWEBS INC SOW Statement Work WEBSITE SUPPORT pdf txt,intellectual property,legal
1849,BARCLAYS CAPITAL INC MASTER AGREEMENT WITH SLA Redacted pdf txt,intellectual property,legal
1850,Barclays ver Redacted pdf txt,contracts,legal
1851,UBSW ver Redacted pdf txt,intellectual property,legal
1852,WORKDAY INC WORKDAY LIFECYCLE DEPLOYMENT PROGRAM TERMS AND CONDITIONS pdf txt,intellectual property,legal
1853,Financial Sockets Asset Purchase Agreement ver pdf txt,contracts,legal
1854,UBSW Cloud ver Redacted pdf txt,human resources,legal
1855,MORGAN STANLEY Certificate Origin LLC Limited Liability Company ADDENDUM TERM AND FOURTH AMENDED SCHEDULE Redacted pdf txt,contracts,legal
1856,CDW DIRECT LLC Limited Liability Company STATEMENT WORK ADVANTAGE SERVICES pdf txt,intellectual property,legal
1857,INCISIVE MEDIA LETTER Retained Earnings DWT AND IMD United Kingdom Great Britain and Northern Ireland pdf txt,sales and marketing,legal
1858,EQUINIX OPERATING Certificate Origin INC NOTICE LETTER Retained Earnings ASSIGNMENT FROM REALTICK ECS Electronic Clearing Service Electronic Clearing System pdf txt,intellectual property,legal
1859,Info Hedge White Label Agreement pdf txt,contracts,legal
1860,CENTURYLINK COMMUNICATIONS LLC Limited Liability Company AMENDMENT TOTAL ADVANTAGE AGREMEENT pdf txt,contracts,legal
1861,CDW DIRECT LLC Limited Liability Company STATEMENT WORK CLEARPASS ONBOARDING pdf txt,intellectual property,legal
1862,Client SOW Statement Work NUMBER FOR REALTICK LICENSES INTERNAL USE Redacted pdf txt,intellectual property,legal
1863,MICROSOFT ENTERPRISE ENROLLMENT RENEWAL QUOTE PRICING pdf txt,intellectual property,legal
1864,Party Data License Developer Master Agreement pdf txt,intellectual property,legal
1865,INCISIVE FINANCIAL PUBLISHING LTD ADVERTISEMENT CONFIRMATION INSERTION ORDER pdf txt,sales and marketing,legal
1866,MORGAN SECURITIES LLC Limited Liability Company AMENDMENT FIRST AMENDED SCHEDULE JOINT PRICING Redacted pdf txt,contracts,legal
1867,MICROSOFT CORPORATION PREMIER SUPPORT AGREEMENT pdf txt,intellectual property,legal
1868,GOLDMAN SACHS EXECUTION CLEARING AMENDMENT ECTS ASSIGNMENT UPGRADE APAC EQUITY ALGO SPEC Redacted pdf txt,contracts,legal
1869,NYFIX INC NYFIX USA INC MARKETPLACE REFERRAL AGREEMENT pdf txt,contracts,legal
1870,EQUINIX OPERATING Certificate Origin INC EQUINIX IBX SERVICE ORDER FLEX STORAGE SPACE pdf txt,contracts,legal
1871,UBSW Letter Agreement Eze Cloud ver redaction needed pdf txt,intellectual property,legal
1872,CREDIT SUISSE SECURITIES USA LLC Limited Liability Company AMENDMENT AUTO RENEWAL redactions pdf txt,contracts,legal
1873,GOLDMAN SACHS EXECUTION CLEARING ADDENDUM AMEND SCH AMEND LSA Redacted pdf txt,contracts,legal
1874,Client SUBSCRIBER AGREEMENT Redacted pdf txt,intellectual property,legal
1875,ECI Hosting Services Partnership Agreement pdf txt,intellectual property,legal
1876,OPTIV SECURITY INC SOW Statement Work ARUBA SUBJECT MATTER EXPERT SERVICES pdf txt,intellectual property,legal
1877,TSX INC EXHIBIT THE TMX MARKET DATA DISTRIBUTION AGREEMENT pdf txt,sales and marketing,legal
